item_id,language,form,form_type,item_kind,category,item,item_definition,english_gloss,uni_lemma
item_703,French (French),WS,WS,word,action_words,21.697 toucher,toucher,touch,touch
item_704,French (French),WS,WS,word,action_words,21.698 marcher,marcher,walk,walk
item_705,French (French),WS,WS,word,action_words,21.699 essuyer,essuyer,wipe,wipe
item_706,French (French),WS,WS,word,action_words,21.700 fendre,fendre,split,
item_707,French (French),WS,WS,word,action_words,21.701 se tourner,se tourner,turn,turn
item_708,French (French),WS,WS,word,action_words,21.702 écrire,écrire,write,write
item_709,French (French),WS,WS,word,action_words,21.703 construire,construire,build,build
item_710,French (French),WS,WS,word,action_words,21.704 porter,porter,carry,carry
item_711,French (French),WS,WS,word,action_words,21.705 attraper,attraper,catch,catch
item_712,French (French),WS,WS,word,action_words,21.706 courir après attraper,courir après attraper,catch,catch
item_713,French (French),WS,WS,word,action_words,21.707 faire bravo,faire bravo,congratulate,congratulate
item_714,French (French),WS,WS,word,action_words,21.708 lécher,lécher,lick,lick
item_715,French (French),WS,WS,word,action_words,21.709 aimer bien,aimer bien,like,like
item_716,French (French),WS,WS,word,action_words,21.710 écouter,écouter,listen,listen
item_717,French (French),WS,WS,word,action_words,21.711 faire,faire,do,do
item_718,French (French),WS,WS,word,action_words,21.712 ramasser,ramasser,pick up,pick
item_719,French (French),WS,WS,word,action_words,21.713 faire de la peinture,faire de la peinture,paint (action),paint (action)
item_720,French (French),WS,WS,word,action_words,21.714 enlever,enlever,lift,lift
item_721,French (French),WS,WS,word,action_words,21.715 renverser,renverser,spill,spill
item_722,French (French),WS,WS,word,action_words,21.716 faire semblant,faire semblant,pretend,pretend
item_723,French (French),WS,WS,word,action_words,21.717 goûter,goûter,taste,taste
item_724,French (French),WS,WS,word,action_words,21.718 décrocher,décrocher,pick up,
item_725,French (French),WS,WS,word,action_words,21.719 déchirer,déchirer,tear,tear
item_726,French (French),WS,WS,word,action_words,21.720 s'envoler,s'envoler,fly,fly
item_727,French (French),WS,WS,word,action_words,21.721 acheter,acheter,buy,buy
item_728,French (French),WS,WS,word,action_words,21.722 secouer,secouer,shake,shake
item_729,French (French),WS,WS,word,action_words,21.723 embrasser,embrasser,kiss,kiss
item_730,French (French),WS,WS,word,action_words,21.724 attendre,attendre,wait,wait
item_731,French (French),WS,WS,word,action_words,21.725 partager,partager,share,share
item_732,French (French),WS,WS,word,action_words,21.726 s'asseoir,s'asseoir,sit,sit
item_733,French (French),WS,WS,word,action_words,21.727 faire du patin,faire du patin,skate,skate (action)
item_734,French (French),WS,WS,word,action_words,21.728 glisser,glisser,slide (action),slide (action)
item_735,French (French),WS,WS,word,action_words,21.729 travailler,travailler,work (action),work (action)
item_736,French (French),WS,WS,word,action_words,21.730 souhaiter,souhaiter,wish,wish
item_737,French (French),WS,WS,word,action_words,21.731 vendre,vendre,sell,sell
item_738,French (French),WS,WS,word,action_words,21.732 être debout,être debout,get up,get up
item_739,French (French),WS,WS,word,action_words,21.733 rester,rester,stay,stay
item_740,French (French),WS,WS,word,action_words,21.734 descendre,descendre,descend,
item_741,French (French),WS,WS,word,action_words,21.735 balayer,balayer,sweep,sweep
item_742,French (French),WS,WS,word,action_words,21.736 parler,parler,talk,talk
item_743,French (French),WS,WS,word,action_words,21.737 penser,penser,think,think
item_744,French (French),WS,WS,word,action_words,21.738 se réveiller,se réveiller,wake,wake
item_745,French (French),WS,WS,word,action_words,21.739 attacher,attacher,attach,
item_746,French (French),WS,WS,word,action_words,21.740 couvrir,couvrir,cover,cover (action)
item_747,French (French),WS,WS,word,action_words,21.741 grimper,grimper,climb,climb
item_748,French (French),WS,WS,word,action_words,21.742 cuisiner,cuisiner,cook,cook
item_749,French (French),WS,WS,word,action_words,21.743 accrocher,accrocher,hang,hang
item_750,French (French),WS,WS,word,action_words,21.744 arrêter,arrêter,stop,stop
item_751,French (French),WS,WS,word,action_words,21.745 sécher,sécher,dry (action),dry (action)
item_752,French (French),WS,WS,word,action_words,21.746 déposer,déposer,put,put
item_753,French (French),WS,WS,word,action_words,21.747 grossir,grossir,grow,grow
item_754,French (French),WS,WS,word,action_words,21.748 refroidir,refroidir,cool down,
item_755,French (French),WS,WS,word,action_words,21.749 grandir,grandir,grow,grow
item_756,French (French),WS,WS,word,action_words,21.750 rougir,rougir,redden/blush,
item_757,French (French),WS,WS,word,action_words,21.751 vomir,vomir,vomit,
item_758,French (French),WS,WS,word,action_words,21.752 dire,dire,say,say
item_759,French (French),WS,WS,how_use_words,,parle d'évènements passés ou de personnes absentes,,,
item_760,French (French),WS,WS,how_use_words,,parle de choses qui vont se produire dans le futur,,,
item_761,French (French),WS,WS,how_use_words,,"parle d'objets qui ne sont pas présents comme d'un jouet manquant ou absent, se réfère à un animal domestique hors de vue, ou pose des questions à propos d'une personne absente",,,
item_762,French (French),WS,WS,how_use_words,,comprend si vous lui demandez quelque chose qui n'est pas dans la pièce,,,
item_763,French (French),WS,WS,complexity,,la chaussure de maman (3/5),,,
item_764,French (French),WS,WS,complexity,,une chaise;un frigidaire (2/4),,,
item_765,French (French),WS,WS,complexity,,je veux de la confiture;du chocolat (4/8),,,
item_766,French (French),WS,WS,complexity,,il est beau (2/4),,,
item_767,French (French),WS,WS,complexity,,elle monte sur la chaise (3/6),,,
item_768,French (French),WS,WS,complexity,,mon robot (3/5),,,
item_769,French (French),WS,WS,complexity,,il;elle cherche (2/4),,,
item_770,French (French),WS,WS,complexity,,je veux la chaise (5/10),,,
item_771,French (French),WS,WS,complexity,,c'est une voiture (2/4),,,
item_772,French (French),WS,WS,complexity,,aller à l'école (2/4),,,
item_773,French (French),WS,WS,complexity,,c'est dans la valise (3/5),,,
item_774,French (French),WS,WS,complexity,,les garçons ils ouvrent la boite (6/12),,,
item_775,French (French),WS,WS,complexity,,est-ce que c'est un chien? (3/6),,,
item_776,French (French),WS,WS,complexity,,"papa, il essuie la table (5/10",,,
item_777,French (French),WS,WS,complexity,,les chiens sont là (2/4),,,
item_778,French (French),WS,WS,complexity,,les bébés ils arrachent la fleur (6/11),,,
item_779,French (French),WS,WS,complexity,,je ne joue pas (3/5),,,
item_780,French (French),WS,WS,complexity,,je veux descendre (2/3),,,
item_781,French (French),WS,WS,complexity,,le bébé il embrasse le nounours (6/12),,,
item_782,French (French),WS,WS,complexity,,je vais t'attaquer (2/3),,,
item_783,French (French),WS,WS,complexity,,le bébé il mange (3/6),,,
item_784,French (French),WS,WS,complexity,,les garçons ils apportent le gâteau (9/18),,,
item_785,French (French),WS,WS,complexity,,(re)venir de l'école;de la plage (2/4),,,
item_786,French (French),WS,WS,complexity,,le papa il attrape le ballon (9/18),,,
item_787,French (French),WS,WS,complexity,,les garçons ils arrêtent la voiture (7/13),,,
item_788,French (French),WS,WS,complexity,,le garçon il enlève le bol (7/14),,,
item_789,French (French),WS,WS,complexity,,le garçon il finit le gâteau (8/15),,,
item_790,French (French),WS,WS,complexity,,aller chez grand-mère;à la plage (2/3),,,
item_791,French (French),WS,WS,complexity,,le papa il lance la balle (7/13),,,
item_792,French (French),WS,WS,complexity,,la fille elle dessine (5/10),,,
item_793,French (French),WS,WS,complexity,,il (la) touche la voiture (3/6),,,
item_794,French (French),WS,WS,complexity,,je vois pas le gâteau (6/12),,,
item_795,French (French),WS,WS,complexity,,le bébé il fait bravo (6/12),,,
item_796,French (French),WS,WS,complexity,,le papa il dit bonjour (5/9),,,
item_797,French (French),WS,WS,verb_endings,,à l'infinitif,,,
item_798,French (French),WS,WS,verb_endings,,au présent,,,
item_799,French (French),WS,WS,verb_endings,,au passé composé,,,
item_800,French (French),WS,WS,verb_endings,,à l'imparfait,,,
item_801,French (French),WS,WS,verb_endings,,au futur,,,
item_802,French (French),WS,WS,verb_endings,,à l'impératif,,,
