study_id,form,study,binder,sex/gender,date filled,age_days,age_mos,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,Comp_items,Comp_items_tot,Prod_items,subnum,Sex,border,numkids,Ethnicity,race,eth,momed,hollingshead,age,Comp,Compptile,Prod,Prodptile,Totgest,Totgestptile,Phrases,Phrasesptile
10041,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-06,508,16,NA,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,o,,1,,2,1,2,2,2,1,2,1,2,,1,,,2,,1,1,1,,1,,2,,,1,1,,,,,2,,1,,,,,,,2,,,,,,,,,,2,,1,1,,1,2,1,,2,2,,,1,,2,1,,,,1,,1,1,,,,2,,,,,,2,,1,,,,2,,,,,,1,,,,1,1,2,2,1,,1,2,1,2,1,2,,,,1,,,2,,1,,2,1,1,2,,2,1,1,1,1,,1,1,2,,1,1,1,1,1,1,,,,1,,,,1,,,,,,1,,,1,,,,,1,,1,,1,,,1,1,1,,1,1,1,1,,1,,,,,,,,,,,1,,,,,,2,,1,,,1,1,,,,,,1,,,,,,,2,,1,,1,,2,,,,2,,2,,1,2,,,2,1,,,2,,,1,1,2,1,,1,2,1,1,1,2,1,1,1,2,1,1,,1,1,,,,,1,1,1,1,,1,,1,,,,,,,,,1,,,,1,,,1,1,,,,1,,1,,,,1,1,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,1,1,,,,,,,1,,2,,,,,,,,,1,,,,,1,2,,,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,o,o,,o,s,n,,o,n,n,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,,,,,,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,10041,113,156,43,10041,F,1,3,W,W,NA,16,65,16,156,31,43,52,45,55,23,50
10042,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-25,525,17,NA,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,s,s,2,2,1,2,2,2,2,1,2,1,2,1,,,,1,1,1,1,1,1,1,,2,,2,1,2,,,,1,1,,1,1,1,,,,,1,1,1,,1,,,1,1,,1,,,1,1,2,2,2,,2,2,1,1,1,2,2,1,,,,1,,,1,1,,1,1,1,1,2,,1,1,,2,1,1,,1,,1,,1,,1,,1,1,1,,2,1,,1,,,1,2,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,,1,,,1,,1,1,1,,1,,1,,1,,,,,1,,1,,,,1,,,,1,1,,,1,,,,1,1,,1,,1,1,,,,,,,,1,,,,1,,,1,,,,,1,,1,,2,1,,,,,2,,,,,,,,,1,1,1,,,,2,,,,,,2,,2,,,,2,1,,,,,,1,,2,1,,2,1,1,,1,2,1,1,,2,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,,1,,,,1,1,1,1,1,,1,1,1,,1,,,1,,1,,,,2,1,,1,,,,,,,,,1,1,,,,2,,,1,,,,,,,,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,1,1,,,,2,,1,1,1,1,1,,,,,2,,,,,,s,s,s,s,,,s,s,s,n,s,s,1,1,,1,1,1,,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,10042,155,196,41,10042,F,1,1,A,A,NA,18,66,17,201,34,47,29,44,30,22,30
10043,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-06-29,494,16,NA,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,o,n,2,2,1,1,2,2,2,1,1,,2,1,,2,2,2,1,1,1,1,1,1,,2,,2,1,2,1,2,,1,1,1,1,1,1,2,,1,,,1,1,1,2,,1,1,1,1,1,1,,1,2,1,2,2,1,2,2,2,,1,2,2,1,,,,1,1,,2,1,,2,1,1,1,1,1,1,2,,2,2,2,2,,2,1,2,2,,,,,,1,1,2,,,1,1,1,,2,,,,,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,,,1,,,,,,2,,,,,,,,1,1,1,,,1,1,1,1,2,1,,,1,1,1,2,1,2,1,1,2,,1,1,1,1,,,1,1,,1,2,1,1,1,1,1,1,,1,,1,,,1,1,,1,,1,1,,,1,,,1,,1,1,1,1,1,,2,,2,,2,,2,,2,2,,,2,,,,2,,,2,1,2,1,1,2,2,1,1,2,2,,2,2,1,2,1,1,2,1,1,,1,1,,1,1,1,,1,,1,,,,1,1,1,2,1,1,1,1,,1,1,2,,1,,1,1,,,1,1,1,1,1,1,,,,1,1,,,1,,,2,,1,,,,,,,,,,1,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,1,,2,1,1,,1,1,,,,,,1,1,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,1,1,,1,o,,n,o,s,o,o,n,n,n,n,n,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,10043,168,248,80,10043,F,3,3,W,W,NA,16,58,16,247,64,80,72,37,24,25,60
10044,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-01,499,16,NA,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,1,,1,1,,1,o,s,2,2,,,2,2,1,2,2,,2,2,,1,1,2,,2,1,1,1,2,,2,,2,1,1,1,,,1,1,1,,1,,2,,2,2,2,1,,2,,,2,2,1,,2,,,1,2,,2,2,1,1,1,2,,1,2,2,1,,,,1,1,2,2,,,1,2,1,,,1,,,,1,,,1,,,,2,1,,1,1,1,,1,1,2,,,1,,1,,1,,1,,1,,,,1,1,,1,,1,,1,,,,2,,2,,1,2,1,1,1,,,2,1,,2,,1,,1,,2,,,,,1,,,1,1,,1,,,,1,1,1,2,1,,1,,2,1,,1,,1,1,1,,1,,,,,,,,,1,,1,1,,,1,,1,,,1,2,1,1,,2,,1,,,1,1,,2,,1,1,1,2,,1,,2,1,1,,1,,2,,2,2,,,2,1,1,,,,,2,1,1,2,,1,2,1,1,2,2,1,2,,1,,,,1,,,,1,2,,1,,1,1,1,,,,,,1,,,,,1,,,1,1,,,1,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,2,,,1,2,2,,,2,,,2,,,,,,,o,o,s,o,o,n,s,o,n,o,s,1,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,,1,1,,,,1,1,1,,1,1,,,1,1,,,1,1,1,,10044,111,175,64,10044,F,3,3,W,W,NA,16,66,16,174,37,64,64,45,55,19,25
10045,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-05-15,464,15,NA,1,1,1,,,,,1,1,1,1,1,1,,1,,1,1,,1,,1,,,,,1,,,1,,s,n,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,2,,,1,1,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,1,,,,1,1,,,1,,1,1,,1,,,,1,,,1,,1,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,1,,,,,,2,1,,,,,,,,2,,,,2,,,,,,2,,2,2,,,2,,,,1,,1,,1,1,1,1,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,o,o,o,s,o,o,s,,o,o,s,,1,0,0,1,1,1,1,1,,,,1,1,,1,,,1,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,1,,,1,,,,1,,,1,10045,44,57,13,10045,F,2,2,A,A,NA,16,58,15,57,9,13,30,27,14,13,15
10046,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-08-23,536,17,NA,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,o,o,,,2,2,2,2,,2,2,,2,,,2,1,2,,2,2,2,2,2,,2,,2,,2,,,,2,2,2,2,,2,,,,,,2,2,,2,,,2,2,1,2,1,2,1,1,1,2,2,,1,2,2,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,1,1,,1,,,1,1,,,,,,2,1,1,1,1,,1,,1,,1,,,,,1,,,,1,,,,1,1,1,,,,,,,,1,,,1,1,1,1,,,,,,1,,,,,,,,,1,,,2,,1,1,1,1,1,,1,,,,,,1,,,,,1,1,,,,,2,,,1,,,2,,2,,,,2,1,,,,,,1,,2,2,1,2,2,1,1,,1,,2,2,,2,,,,,1,,,,1,,,1,1,1,,1,,1,,1,1,,1,,1,,1,,1,,,1,,,1,,1,,,,,1,,1,,,1,1,1,,1,,,,1,1,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,1,1,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,2,,1,1,1,1,,1,1,1,1,,1,,1,1,,,1,,,o,o,o,o,o,s,n,n,o,o,o,o,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,10046,103,151,48,10046,F,1,1,W,W,NA,14,58,17,152,21,49,30,50,60,22,30
10047,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-06-23,484,15,NA,1,1,1,,,,1,1,1,1,1,,1,,1,1,,,1,1,,1,1,,1,1,1,,1,,,n,n,,,,,1,,,1,,,,1,,1,,1,,1,1,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,1,1,1,,1,1,1,1,,,,,1,1,1,1,,1,1,1,,,,,,,1,,,,,,,1,1,,1,,,,1,,1,,,,1,1,1,1,,,,,1,,,1,1,1,1,1,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,1,,1,,,,1,,,,,1,,,,1,1,,,,,,1,,,,,,,,1,,1,,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,1,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,s,s,n,o,o,s,s,n,o,s,n,n,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10047,94,94,0,10047,F,1,1,W,W,NA,18,66,15,61,11,1,5,0,0,16,23
10048,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-06,496,16,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,n,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,,1,1,1,,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,,,1,,1,1,,1,1,,1,,,,1,1,,1,1,1,,1,1,,1,1,,1,1,1,,,,,,1,1,1,1,,1,1,1,1,,,,1,1,1,,,1,,,,1,1,,,,,,1,1,,1,1,,1,,,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,1,1,,1,,,1,,,1,,,,,,1,,,,,,,,1,1,,1,,,1,,1,1,1,2,,,1,1,,1,1,1,,1,,1,1,1,,,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,,1,1,,,,,,,1,1,,,1,1,1,1,1,,,,,,1,,,,2,,2,2,,,2,1,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,,,1,,1,,1,,,1,1,1,,1,,1,1,,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,1,,1,,,1,1,1,1,1,1,,,,,,,,,,1,,1,1,,,1,1,,,,1,,,,,,1,,,1,,,1,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,o,,o,,o,o,n,s,o,o,n,s,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,10048,192,205,13,10048,F,1,2,W,W,NA,16,58,16,208,49,13,15,34,18,25,60
10049,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-24,514,16,NA,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,o,s,2,2,,2,2,2,,2,2,,2,,,1,,2,2,1,1,2,2,2,,2,,2,1,1,1,1,,2,2,1,1,,1,1,,,,,1,,1,2,,2,1,,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,,,,1,,,,2,,2,,2,,,2,,2,,2,2,1,,,,,1,2,,,,,,2,,,,,,2,1,1,2,,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,2,,,2,,,1,,1,1,1,1,,1,1,,1,,1,1,1,,,,,,,,,,,,,,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,,,1,,,,1,1,2,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,1,,1,1,1,,1,,,1,,1,,1,,,,2,,,,1,,2,,1,1,,,1,1,,,,,,2,,1,,,1,1,,,1,2,,2,,1,2,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,2,,2,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,2,1,,,,,1,1,1,,,1,,1,1,,1,2,,,2,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,1,,,2,,,,,1,o,o,o,o,o,s,s,n,s,s,n,s,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,10049,160,216,56,10049,F,2,2,B,B,NA,18,61,16,218,53,58,60,45,55,25,60
10050,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-05-30,474,15,NA,1,1,1,1,,,1,1,1,1,1,1,1,,,1,,1,1,,,1,1,,1,,,,1,,,n,n,,1,,,,,,,1,2,,2,,1,,1,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,2,1,1,2,,,1,,1,2,1,,,,1,1,2,1,,,1,,1,1,,,1,1,,2,,,1,,,,,1,,,2,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,1,1,2,,,,1,1,,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,,1,1,1,,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,1,,1,,2,,2,,2,1,,,2,1,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,,,,1,1,2,1,,,,,,,,1,1,1,,1,,,,1,1,,,,,,1,,1,1,,1,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,1,,,,1,1,,,1,1,,,,,,,2,,,,,,s,o,o,s,s,o,o,n,o,n,s,n,1,1,0,1,1,1,,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,10050,99,116,17,10050,F,2,2,A,A,NA,18,64,15,116,28,17,38,36,33,14,18
10051,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-28,532,17,NA,1,1,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,1,,1,,,,1,1,,,o,o,,,,,,2,,2,,,2,,,2,1,2,,2,2,,,2,,2,,2,1,2,2,,,,,,,2,,,,,,,,,,,,,2,,,2,1,,,2,1,2,2,,2,2,2,,,2,2,,,,,,1,1,2,,2,2,2,1,2,2,,2,1,,2,,,,,2,,,2,,1,,,,2,,2,,,,,,,2,,2,,,1,2,,2,2,2,2,1,,2,2,2,2,2,2,,2,,2,2,2,2,,2,,2,2,1,2,,,,,,2,,2,,,,,,,,,1,,,,,2,2,2,,,,,2,,,,,1,,,,1,,,,,,,,,2,,,,,2,,,2,,,,2,2,,,,,,,,,2,,,,,2,,2,,,,2,,,,,,2,,2,2,,,2,,,,,,,2,,2,,,2,2,1,1,2,2,,1,,2,2,,,1,,,,,,,,,2,1,1,,2,,,,1,1,1,,,2,,2,2,2,,,,1,,1,,,,,,,,,2,,,1,,,,1,,,,,1,,,,,,,,,,,2,1,,,,,1,,2,,,,,,,,2,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,o,o,o,s,o,s,n,s,,s,n,s,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,10051,32,129,97,10051,F,1,1,A,A,NA,18,61,17,132,17,100,67,36,14,16,14
10052,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-30,507,16,NA,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,,1,,1,,1,1,n,n,1,,1,,1,1,1,1,2,2,,,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,,1,1,,1,1,1,,1,,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,1,1,,1,1,,,,1,1,,,,,,1,1,1,1,,,,,1,,,,1,,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,1,1,,,1,,,1,,1,,,1,,1,1,1,,1,,1,,,1,,1,,1,,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,2,,1,,1,,,1,,,1,,1,,,1,1,,,1,,,1,1,1,,1,1,1,1,1,1,,,,1,1,,1,,,1,1,1,1,,,1,1,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,1,,1,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,,,,1,,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,,,,,1,,,1,,,1,,1,,,1,1,,,,1,1,1,,1,1,,,,,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,1,,1,1,1,,,1,1,1,1,,,,,,o,o,o,o,o,o,,,o,o,,o,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,,1,,1,,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,,,1,1,0,0,1,1,1,1,10052,228,231,3,10052,F,1,2,W,W,NA,16,66,16,229,58,2,7,40,33,21,35
10053,english_wg,totlot2,totlot2_15-17m_2.pdf,F,2005-07-05,488,16,NA,1,1,1,,,1,,1,1,1,,1,1,1,1,1,,,1,1,,1,1,1,1,,1,,,,,o,s,2,,2,2,2,2,,2,2,2,2,2,,1,1,2,,1,1,2,1,1,,2,1,2,1,2,,,1,1,,1,1,1,,1,1,1,,2,1,,,1,,,,,,1,,,,,,2,2,1,2,2,1,,,2,2,1,,,,1,,1,1,,,1,2,1,,,1,,,,1,,1,,1,,,1,2,,,,,1,2,,1,,,,1,1,1,2,,1,,,1,1,1,1,1,,2,,,,1,1,1,1,2,,,,,2,1,1,,,,1,,,1,,1,,1,,1,,1,,,,,,,1,1,1,,,,1,1,,1,,,,1,,1,1,1,1,,1,,,,1,,,,,1,1,,,,1,,,,,,1,,,,,2,,,,,,1,,,,,,,,,1,,1,,,2,,,,,,1,,,1,,,2,2,,,,1,,1,1,2,1,1,2,2,1,1,,2,,2,1,2,2,1,,1,1,,,1,,,1,,,1,1,,1,,,,1,1,1,1,1,,,,,1,1,,1,,,,1,1,1,,1,1,,1,1,,,1,,,1,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,1,,,,,2,1,,2,,1,,,2,,1,2,,,1,,,o,o,o,o,o,o,s,s,s,o,o,n,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,10053,119,166,47,10053,F,1,1,W,W,NA,16,58,16,166,34,47,54,46,58,16,18
10054,english_wg,totlot2,totlot2_15-17m_2.pdf,M,2005-07-15,491,16,NA,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,n,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,,2,,2,,1,1,,,1,1,1,1,1,1,,,1,,2,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,,1,2,2,1,,,,1,1,1,2,1,,1,1,2,1,1,1,1,1,,2,1,1,1,1,,1,1,2,,1,1,1,1,1,,2,1,1,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,o,,o,s,,,,n,,s,,s,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,10054,312,374,62,10054,M,1,2,W,W,NA,16,66,16,378,99,64,80,54,95,26,80
