study_id,form,study,binder_items,id_check,age_mos,sex,date filled,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,comp_only_items,prod_items,comp_items,id,border,latino,ethnicity,white,momed,comp,compptiles,prod,prodptile
12973,english_wg,totlot3,totlot3_18m_4.pdf,12973,18,M,2014-12-08,Mother,1,1,1,,,,,1,,1,1,,,,,1,,,1,,,1,,,,,,,1,,,n,n,,,,,,,,,1,,,1,,,,,,,,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,o,o,o,o,o,o,n,n,o,n,n,n,1,,0,1,1,,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,12973,45,0,45,12973,1,0,W,White,18,45,0,0,0
12973,english_wg,totlot3,totlot3_16m_3.pdf,12973,13,M,2014-07-20,Mother,1,1,1,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,1,,,s,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,s,s,o,o,n,n,o,n,o,n,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,,12973,7,2,9,12973,1,0,W,White,18,9,0,2,40
13044,english_wg,totlot3,totlot3_16m_3.pdf,13044,15,F,2014-06-19,Mother,1,1,1,1,,1,,1,,1,1,1,1,1,,1,,1,,1,,1,1,,1,,1,,,,,o,s,,,,,,,2,2,2,2,,2,,2,,,,1,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,2,,,,,,,1,2,,,,2,,,,1,,,,2,1,,,,,,,1,,,,,,,,,,,1,,,,2,,1,,,,1,,,1,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,2,,,2,1,,,,,,,,2,,2,,2,,,,2,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,o,o,s,o,o,n,n,o,o,o,o,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,,13044,28,22,50,13044,2,0,W,White,16,50,7,22,44
13061,english_wg,totlot3,totlot3_16m_3.pdf,13061,16,F,2014-07-28,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,s,o,1,1,1,1,1,2,,1,2,2,2,1,,,1,1,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,1,1,,,1,,,1,1,,1,1,1,1,1,1,,1,,1,1,,,,,1,,1,1,,1,,,,1,1,1,,1,1,,1,1,,,,1,1,,1,,,,1,1,,,,,1,1,1,1,,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,1,,1,,,1,1,1,,1,,,,,1,1,1,,1,,1,1,1,,1,1,,1,1,,1,1,,,,,1,1,1,,1,,1,,1,,,1,1,1,,1,1,1,,1,,1,,,1,1,,,,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,1,,,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,1,o,o,o,o,o,s,s,n,n,o,n,n,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,,13061,269,4,273,13061,1,0,A/W,Non-White,16,263,70,4,9
13069,english_wg,totlot3,totlot3_16m_3.pdf,13069,15,M,2014-07-14,Father,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,s,n,,1,,,1,2,2,1,2,1,1,1,1,,1,1,,1,1,1,,,,2,,,,1,,,,1,1,,,,1,,,1,,1,,,1,,,,,,1,2,,,1,1,1,2,1,1,2,1,,1,1,1,1,1,,,,1,1,1,1,1,,1,,1,1,,1,,2,,2,,,1,,,,,1,,,,1,,1,,1,1,,,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,2,1,1,,,,,,,1,,1,,1,1,1,,1,1,1,,1,,1,,,1,,,1,1,,1,,1,1,,1,1,1,,,1,1,,,1,1,,,1,1,,1,,,1,1,1,,,,1,,1,1,,,1,,1,,1,,,1,,,,1,1,,1,1,,,1,,,1,1,,,2,,1,,1,1,2,1,1,,1,,,1,1,2,,1,,2,,,1,2,,2,1,1,1,,1,2,1,,,1,,,1,1,1,1,1,,1,,,,1,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,,1,1,,,1,1,1,,1,,,,1,,1,1,1,,,,1,,1,1,,1,1,,1,,,1,,,,,,1,1,,1,1,1,1,,,,,1,,,1,1,,1,1,1,,,1,1,1,1,2,1,1,1,1,,2,,1,2,1,,1,1,,1,1,1,2,,1,1,1,,1,1,,,1,,o,o,o,s,o,o,s,n,s,n,s,s,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,,13069,206,22,228,13069,1,0,B/W,Non-White,13,228,80,22,60
13073,english_wg,totlot3,totlot3_16m_3.pdf,13073,16,M,2014-05-19,Mother,1,1,1,,,,,1,1,1,,1,,,1,1,1,1,1,1,,1,,,1,,,,,,,s,s,,,,1,1,,1,1,,1,1,1,,1,,2,,,,1,,,,2,,2,2,,,,,,,,2,,1,,,,,,,,,1,,,1,,,2,,,,,,2,1,,2,1,2,,,,1,,,,,,,,1,,,2,,,,,,,,,2,,,,,1,,,2,,,,,,1,,,,,,,,,1,,,,,1,1,,1,1,,1,1,1,1,1,1,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,1,,1,,,,2,,,2,2,,2,,,,,,2,,,,2,,,2,,2,,,,1,,,1,1,1,1,,1,2,,1,1,,,,,,,1,,,,,,,,,,,,2,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,1,,,2,,,,,,o,o,o,o,o,o,o,o,o,o,o,n,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,,13073,67,24,91,13073,2,0,A,Non-White,16,90,15,23,38
13079,english_wg,totlot3,totlot3_16m_3.pdf,13079,16,M,2014-08-03,Mother and Father,1,1,1,,,,,1,1,1,1,1,,1,,1,,,1,,,,,,1,,,,,,,s,s,,,,,,1,,,,,,,,1,,2,1,,,1,1,2,2,2,,2,,2,,2,,,,,,1,1,,,,,,,1,,,,,,,,2,,,,,,2,1,,2,2,,2,,,1,1,,,,,,,1,,,,2,,,2,,,2,,2,2,,2,,,,,,,,,,,1,,,,,,,,,2,,2,,,1,1,,1,2,,1,,1,1,1,,1,,1,,2,,1,,1,1,1,,,1,,,,,,,1,,2,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,2,,2,,1,,2,,1,,,,,,2,,,,2,,,,,2,,,,,,2,,,,,,2,1,,,,,,2,1,,1,,,1,,,,2,,,,,,,,1,,,,1,,,,,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,,,,,,,,2,,,2,,,,,,o,o,o,s,s,o,s,n,s,n,n,n,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,,13079,48,40,88,13079,1,0,A/W,Non-White,17,85,14,41,66
13081,english_wg,totlot3,totlot3_16m_3.pdf,13081,16,F,2014-05-22,Mother,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,o,o,2,2,2,,2,2,2,2,2,,2,,2,2,1,,,,,,,2,,2,,1,,2,2,,,2,2,2,,2,,2,,2,,,2,,2,,,,,,,2,,,2,1,,2,2,2,2,2,2,,,2,2,,,,,,2,2,2,2,,,2,2,2,2,,,,,2,2,2,2,,,,,2,,1,,,,2,2,2,2,,,2,2,2,2,,2,,1,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,1,1,2,2,,,2,,,,,,2,,,,,1,,1,,,,,,,,2,2,1,,,,,1,,1,,1,,1,,1,,1,1,,,,2,,,,,,1,1,,1,1,,2,,2,,2,2,1,,,,,2,,,1,,2,,,,,2,2,,,2,,,,,,2,,2,2,,,2,1,,,1,,,1,1,1,1,1,2,2,1,1,2,2,,2,2,2,2,,2,2,,1,,,,1,2,1,2,,2,1,1,2,,2,,,2,2,1,2,,1,1,2,,,2,1,1,1,1,1,2,,1,,1,1,1,2,,1,,,,1,2,2,,1,1,2,,,,,,,,,,2,,,1,,,,,,,1,2,,,,,2,,2,,2,1,,,,,,,,,,2,1,,,1,,,,,2,,,,,2,2,,,,,,,,,,2,,2,2,,2,,,,,,,,,,,,o,o,o,o,o,o,s,s,s,o,o,s,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,,13081,58,132,190,13081,2,0,A/W,Non-White,18,190,43,132,87
13094,english_wg,totlot3,totlot3_16m_3.pdf,13094,14,M,,Mother,1,1,1,1,,,,1,,1,,1,,,,1,,1,1,,,1,,,1,,1,,,,,s,n,1,1,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1,1,1,,,1,1,1,,,1,1,,,,,,1,1,,,,1,1,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,1,,,1,,,,1,1,1,1,,,1,,,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,1,,,,1,1,,,1,,,,1,1,,,1,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,1,,1,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,1,,,2,,,,,,o,o,s,o,o,s,n,n,o,s,n,s,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,,13094,83,1,84,13094,3,1,B/W,Non-White,18,84,33,1,20
13096,english_wg,totlot3,totlot3_16m_3.pdf,13096,16,F,2014-06-03,Mother,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,,n,n,1,1,1,1,1,1,1,1,2,1,1,1,,,,1,1,1,1,1,1,,,1,,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,,1,,,1,,,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,,,,,1,1,,1,1,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,o,o,o,o,o,n,n,n,s,s,s,n,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,,13096,300,1,301,13096,1,0,W,White,12,301,92,1,5
13128,english_wg,totlot3,totlot3_16m_3.pdf,13128,16,F,2014-05-06,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,1,1,1,,,,1,1,1,,,o,s,,2,,2,2,,,,2,,2,2,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,2,,,,1,1,1,,,,,,1,1,,,,,1,,,1,1,,,,2,1,,,1,,1,,1,,,,,,1,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,1,1,1,2,1,,,,,,,,2,,,,1,,,1,2,,,,,2,,,1,,1,,1,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,o,s,n,o,n,s,s,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,,13128,41,17,58,13128,1,0,W,White,18,58,0,18,22
13131,english_wg,totlot3,totlot3_16m_3.pdf,13131,14,M,2014-06-21,Mother,1,1,1,1,,,,1,1,1,1,1,,1,,1,,1,1,1,,1,,,1,1,1,,1,,,s,s,,1,,,,,2,,2,,2,,1,,1,2,,1,,1,,,,2,,,,2,,,,,1,,,,,,,,,1,,,1,,,,1,,,1,,,1,1,1,2,2,2,2,2,1,,1,,1,1,,,,,,1,,,,,,1,1,1,1,,1,,1,,,,,1,,1,1,,,,1,,1,,2,,,,1,1,1,2,1,2,,,,1,,1,1,,2,1,1,1,1,,,,1,1,1,,,1,1,1,,,1,1,,,1,,1,,,1,1,,1,,,,,,1,1,,,,,,1,,,,1,1,,1,1,1,1,1,1,,1,,1,,,,1,,1,1,,,,,,1,,,,,1,,,,1,1,1,,,,,,1,,,,,,,,2,1,,,,2,,,,1,,2,,1,,,,1,1,,,,,,1,1,2,,1,1,2,,,1,1,,1,,1,2,1,,2,1,1,,1,,1,,,1,,,,2,,1,,1,1,2,,1,,,,,2,,,,,1,1,,1,1,,,,1,,,,,,,1,,2,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,2,1,,,,,,,,,,,,,1,,2,,,,,,1,,,2,1,,,1,,,1,,,,,,,1,1,,,,1,,,1,,,,,,o,o,o,s,o,o,o,n,o,n,o,n,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,,13131,119,29,148,13131,2,0,W,White,14,148,66,27,77
13142,english_wg,totlot3,totlot3_16m_3.pdf,13142,15,F,2014-06-26,Mother and Father,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,s,s,2,,,2,1,2,1,1,1,2,2,,,1,2,1,,1,1,1,1,1,,2,,1,,1,1,1,1,1,1,,,,1,,,,,,1,1,1,,,1,1,1,,1,,,1,1,1,2,1,1,1,2,1,,1,1,2,,,,,,,1,1,,,1,1,1,,1,1,,1,,1,,1,1,1,1,,,1,,1,,1,,1,1,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,1,,1,,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,,1,,,1,1,,,,,1,,1,,,1,1,,1,,,,,,1,,,,,1,,,,,1,1,1,,1,,,,,1,1,1,,,,2,,,,2,,2,,1,1,,,2,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,,,1,1,1,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,1,1,1,,,,,,,,,,1,1,,1,,,,,,1,,1,,1,,,1,,1,,1,,,,,,,1,,,,,1,,,1,1,,,,,,1,1,,1,,1,,1,,1,1,,,,1,1,1,1,1,,1,,1,,,1,,,,,,o,o,o,o,o,n,n,n,s,s,n,n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,,13142,210,14,224,13142,2,1,A/W,Non-White,17,223,68,14,32
13151,english_wg,totlot3,totlot3_16m_3.pdf,13151,17,F,2014-08-01,Mother and Father,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,,1,s,n,,,,2,1,2,1,2,2,,1,1,,1,,1,1,,1,1,1,1,,2,,1,1,1,,1,,1,,,1,1,,,,1,1,1,,,1,2,,1,1,1,1,1,,,1,,1,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,1,1,1,,,1,,,1,,1,,,,,1,,,,1,,,,,1,1,,,,1,1,1,1,1,1,,1,1,,,1,1,,,,1,1,,,1,,,1,,1,1,1,1,1,1,,1,1,1,,1,,,,,,1,,,,1,1,1,1,,1,1,1,,,1,,,2,1,2,2,,,2,1,,,,,1,1,1,1,,1,1,1,,1,,2,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,,1,,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,,,1,,,,,1,,1,,1,1,,,,,,,1,,,1,1,1,1,1,1,,,1,1,1,,1,1,,1,,,1,,,,1,,,,1,,,,,,,1,,,1,,,,,,o,o,o,o,o,o,o,n,o,o,n,o,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,,13151,210,12,222,13151,1,0,W,White,16,222,41,12,10
13191,english_wg,totlot3,totlot3_16m_3.pdf,13191,16,F,2014-08-04,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,s,n,,,,,1,,1,,1,,2,1,1,,,2,,1,,1,,1,,2,,1,,2,,,,1,1,,,1,,,,,,,,,,,,,1,1,,1,,,1,,,1,,1,1,,,1,1,1,1,,,,1,1,1,,,,,1,,1,1,1,1,1,1,,1,1,1,,,,,,1,,,,,,1,1,1,,,,,,1,1,,1,,,,1,,,,,1,,,1,1,,,1,1,,1,,,1,,,1,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,1,,,1,1,1,,1,1,,,,,,1,,,,,1,,,,,1,,,1,,,,,1,,,1,,,1,,,1,,,,,1,,,1,,1,,,,1,,1,,1,,1,,1,1,,,1,1,,,,1,1,1,,1,,1,1,1,,1,,1,,1,1,,1,1,,1,1,1,,1,,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,,,,,1,1,1,1,,,1,1,1,,,,1,,1,,1,1,1,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,o,o,o,o,o,o,o,n,o,n,o,o,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,13191,140,4,144,13191,2,0,W,White,18,144,27,4,9
